sentence_id,sentence,entity1,entity1_start,entity1_end,entity1_type,entity2,entity2_start,entity2_end,entity2_type,relation_type
623,"Tanzanian ships must follow the Sewage Pollution Prevention Exemption Certificate.",Tanzanian ships,0,14,SYSTEM,Sewage Pollution Prevention Exemption Certificate,27,74,DOCUMENTS,FOLLOW
624,"The Corporation monitors compliance with subregulation (5).",The Corporation,0,14,AUTHORITIES,subregulation (5),35,52,DOCUMENTS,MONITORS
625,"The master of a ship is restricted from sailing without valid documents.",master of a ship,4,19,SUBJECT REGULATED,valid documents,58,73,DOCUMENTS,RESTRICT
626,"The surveyor must apply to the Corporation for authorisation.",the surveyor,4,15,AUTHORITIES,the Corporation,26,40,AUTHORITIES,APPLY_TO
627,"A defect in equipment generates urgent corrective action.",defect in equipment,2,21,SPECIFICATION,urgent corrective action,31,54,ACTIVITIES,GENERATES
628,"Repairs are required by subregulation (3) to restore compliance.",Repairs,0,6,ACTIVITIES,subregulation (3),22,39,DOCUMENTS,REQUIRED
629,"The Corporation monitors Sewage Certificates for validity.",The Corporation,0,14,AUTHORITIES,Sewage Certificates,24,43,DOCUMENTS,MONITORS
630,"Authorities restrict a ship that threatens the marine environment.",Authorities,0,10,AUTHORITIES,a ship,19,24,SYSTEM,RESTRICT
631,"Surveyors carry out inspections under regulation (8).",Surveyors,0,8,AUTHORITIES,inspections,20,31,PROCEDURES,CARRY_OUT
632,"The Corporation implements penalties if subregulation (6) is violated.",The Corporation,0,14,AUTHORITIES,penalties,25,33,PENALTIES,IMPLEMENT
633,"A Sewage Certificate is established under regulation (9).",Sewage Certificate,2,20,DOCUMENTS,regulation (9),39,52,DOCUMENTS,ESTABLISHED
634,"Short voyages have special requirements for sewage discharge.",Short voyages,0,12,ACTIVITIES,special requirements,18,38,REQUIREMENTS,HAVE
635,"The Port State monitors the marine environment for pollution.",The Port State,0,13,AUTHORITIES,marine environment,28,45,REGION,MONITORS
636,"A suspended Sewage Certificate applies to a restricted ship.",suspended Sewage Certificate,2,29,DOCUMENTS,restricted ship,43,57,SYSTEM,APPLY_TO
637,"The Administration manages the issuance of Sewage Certificates.",The Administration,0,17,AUTHORITIES,Sewage Certificates,38,57,DOCUMENTS,MANAGES
638,"Marine pollution is restricted by these regulations.",Marine pollution,0,15,POLLUTANT,these regulations,34,51,DOCUMENTS,RESTRICT
639,"The recognised organisation must comply with subregulation (7).",The recognised organisation,4,27,AUTHORITIES,subregulation (7),43,60,DOCUMENTS,COMPLY_WITH
640,"A major defect in the sewage system have serious consequences.",major defect,2,13,SPECIFICATION,the sewage system,21,38,SYSTEM,HAVE
641,"Inspections are carried out under the Merchant Shipping Act.",Inspections,0,11,PROCEDURES,Merchant Shipping Act,33,54,DOCUMENTS,CARRY_OUT
642,"The master implements the safety procedures on board.",the master,4,13,SUBJECT REGULATED,safety procedures,28,45,PROCEDURES,IMPLEMENT
643,"Any accidental discharge is restricted by regulation.",accidental discharge,4,23,DISPOSAL,regulation,44,53,DOCUMENTS,RESTRICT
644,"Subregulation (8) is established to manage sewage equipment standards.",Subregulation (8),0,17,DOCUMENTS,sewage equipment standards,39,66,SPECIFICATION,ESTABLISHED
645,"Owners must comply with the renewal survey requirements.",Owners,0,5,SUBJECT REGULATED,renewal survey requirements,28,54,REQUIREMENTS,COMPLY_WITH
646,"The Corporation have authority OF certificate suspension.",The Corporation,0,14,AUTHORITIES,certificate suspension,29,49,ACTIVITIES,OF
647,"Port authorities monitor compliance with sewage prevention rules.",Port authorities,0,15,AUTHORITIES,sewage prevention rules,35,59,DOCUMENTS,MONITORS
648,"The Sewage Certificate is required for voyages to foreign ports.",The Sewage Certificate,0,20,DOCUMENTS,voyages to foreign ports,38,61,ACTIVITIES,REQUIRED
649,"Inspectors carry out procedures under the Fourth Schedule.",Inspectors,0,9,AUTHORITIES,procedures,20,29,PROCEDURES,CARRY_OUT
650,"Subregulation (10) applies to changes in structure or equipment.",Subregulation (10),0,18,DOCUMENTS,changes in structure or equipment,28,61,ACTIVITIES,APPLY_TO
651,"The owner must manage any repairs according to subregulation (11).",The owner,0,8,SUBJECT REGULATED,repairs,22,28,ACTIVITIES,MANAGES
652,"The master of the vessel must follow subregulation (12) for reporting.",the master of the vessel,4,24,SUBJECT REGULATED,subregulation (12),35,52,DOCUMENTS,FOLLOW
653,"Sewage systems generate waste that must meet specifications.",Sewage systems,0,13,SYSTEM,waste,22,26,DISPOSAL,GENERATES
654,"The Corporation have documents OF final survey findings.",The Corporation,0,14,AUTHORITIES,final survey findings,27,48,DOCUMENTS,OF
655,"Port State control restricts a damaged ship from leaving the port.",Port State control,0,17,AUTHORITIES,a damaged ship,28,40,SYSTEM,RESTRICT
656,"The Convention is established to prevent marine pollution.",The Convention,0,13,DOCUMENTS,marine pollution,39,55,POLLUTANT,ESTABLISHED
657,"penalties apply to owners who violate sewage rules.",penalties,0,8,PENALTIES,owners,18,23,SUBJECT REGULATED,APPLY_TO
658,"The recognized organisation must carry out vessel inspections periodically.",The recognized organisation,4,27,AUTHORITIES,vessel inspections,42,60,PROCEDURES,CARRY_OUT
659,"Subregulation (13) is required for important repairs.",Subregulation (13),0,17,DOCUMENTS,important repairs,34,50,ACTIVITIES,REQUIRED
660,"An Exemption Certificate have conditions OF barge operations.",An Exemption Certificate,0,21,DOCUMENTS,barge operations,41,57,ACTIVITIES,OF
661,"Marine environment must comply with protective measures.",Marine environment,0,17,REGION,protective measures,29,47,REQUIREMENTS,COMPLY_WITH
662,"Owners are required to have a valid Sewage Certificate.",Owners,0,5,SUBJECT REGULATED,a valid Sewage Certificate,25,48,DOCUMENTS,HAVE
663,"The recognized organisation monitors compliance under regulation (14).",The recognized organisation,4,27,AUTHORITIES,regulation (14),50,64,DOCUMENTS,MONITORS
664,"Subregulation (2) restricts any ship lacking mandatory equipment.",Subregulation (2),0,17,DOCUMENTS,any ship,28,35,SYSTEM,RESTRICT
665,"Appropriate authorities carry out renewal surveys for older vessels.",Appropriate authorities,0,22,AUTHORITIES,renewal surveys,34,49,PROCEDURES,CARRY_OUT
666,"Vessels must follow the instructions of the Port State.",Vessels,0,7,SYSTEM,the instructions of the Port State,18,50,DOCUMENTS,FOLLOW
667,"An offshore terminal is part OF the coastal region.",An offshore terminal,0,19,REGION,the coastal region,30,47,REGION,OF
668,"Marine environment regulations are established by the Corporation.",Marine environment regulations,0,28,DOCUMENTS,the Corporation,49,63,AUTHORITIES,ESTABLISHED
669,"Inspections apply to ships entering the United Republic.",Inspections,0,11,PROCEDURES,ships,23,28,SYSTEM,APPLY_TO
670,"A recognized organisation manages the issuance of Exemption Certificates.",A recognized organisation,2,25,AUTHORITIES,the issuance of Exemption Certificates,34,66,ACTIVITIES,MANAGES
671,"Equipment must comply with the standards set by subregulation (15).",Equipment,0,8,EQUIPMENTS,subregulation (15),47,64,DOCUMENTS,COMPLY_WITH
672,"The master is required to have the Sewage Certificate on board.",the master,4,13,SUBJECT REGULATED,the Sewage Certificate,28,48,DOCUMENTS,REQUIRED
673,"Port officials monitor any disposal of waste in local waters.",Port officials,0,13,AUTHORITIES,disposal of waste,24,39,DISPOSAL,MONITORS
674,"Survey activities generate compliance records for the Corporation.",Survey activities,0,16,ACTIVITIES,compliance records,25,43,DOCUMENTS,GENERATES
675,"The Corporation must follow guidelines in the Fourth Schedule.",The Corporation,0,14,AUTHORITIES,the Fourth Schedule,35,53,DOCUMENTS,FOLLOW
676,"Marine regulations apply to ships traveling through the region.",Marine regulations,0,17,DOCUMENTS,ships,29,34,SYSTEM,APPLY_TO
677,"A recognized authority implements penalty measures for major violations.",A recognized authority,2,22,AUTHORITIES,penalty measures,34,49,PENALTIES,IMPLEMENT
678,"The Convention manages requirements for international sewage control.",The Convention,0,13,DOCUMENTS,requirements,22,33,REQUIREMENTS,MANAGES
679,"Subregulation (6) was established to set certain equipment standards.",Subregulation (6),0,17,DOCUMENTS,certain equipment standards,38,64,SPECIFICATION,ESTABLISHED
680,"Surveys involve checking the disposal systems onboard the vessel.",Surveys,0,6,PROCEDURES,the disposal systems,23,42,SYSTEM,INVOLVE_IN
681,"The master must have subregulation (10) posted for reference.",The master,0,9,SUBJECT REGULATED,subregulation (10),20,37,DOCUMENTS,HAVE
682,"A defect in sewage equipment restricts the ship from departing.",defect in sewage equipment,2,27,SPECIFICATION,the ship,38,45,SYSTEM,RESTRICT
683,"Authorities are required to assess the marine environment regularly.",Authorities,0,10,AUTHORITIES,the marine environment,36,55,REGION,REQUIRED
684,"Regulation (16) restricts a suspended Certificate.",Regulation (16),0,15,DOCUMENTS,a suspended Certificate,26,47,DOCUMENTS,RESTRICT
685,"Ship transfers must comply with subregulation (9) upon changing flags.",Ship transfers,0,13,ACTIVITIES,subregulation (9),29,44,DOCUMENTS,COMPLY_WITH
686,"The Port Authority manages an offshore terminal for docking.",The Port Authority,0,17,AUTHORITIES,an offshore terminal,26,45,REGION,MANAGES
687,"The Corporation implements a procedure to unify survey processes.",The Corporation,0,14,AUTHORITIES,a procedure,25,35,PROCEDURES,IMPLEMENT
688,"A recognized organisation must carry out disposal checks.",A recognized organisation,2,25,AUTHORITIES,disposal checks,41,55,ACTIVITIES,CARRY_OUT
689,"The Sewage Certificate have no effect OF an expired survey date.",The Sewage Certificate,0,19,DOCUMENTS,an expired survey date,39,61,SPECIFICATION,OF
690,"Short voyages are restricted by subregulation if equipment is incomplete.",Short voyages,0,12,ACTIVITIES,subregulation,32,45,DOCUMENTS,RESTRICT
691,"Marine environment must follow specific guidelines under Annex IV.",Marine environment,0,17,REGION,Annex IV,49,56,DOCUMENTS,FOLLOW
692,"The master carry out operational checks of the disposal system.",the master,4,13,SUBJECT REGULATED,operational checks,24,42,ACTIVITIES,CARRY_OUT
693,"Subregulation (11) regulates the disposal system.",Subregulation (11),0,18,DOCUMENTS,the disposal system,30,48,SYSTEM,REGULATES
694,"Equipment failures generate a threat to the marine environment.",Equipment failures,0,17,SPECIFICATION,the marine environment,40,59,REGION,GENERATES
695,"Penalties apply to surveyors who neglect required inspections.",Penalties,0,8,PENALTIES,surveyors,18,27,AUTHORITIES,APPLY_TO
696,"Regulation (2) is established to manage ship certification.",Regulation (2),0,13,DOCUMENTS,ship certification,33,50,DOCUMENTS,ESTABLISHED
697,"Owners must manage the disposal of sewage responsibly.",Owners,0,5,SUBJECT REGULATED,the disposal of sewage,18,39,DISPOSAL,MANAGES
698,"A recognized authority monitors vessel compliance for subregulation (10).",A recognized authority,2,22,AUTHORITIES,vessel compliance,31,48,REQUIREMENTS,MONITORS
699,"Survey procedures implement guidance from regulation (13).",Survey procedures,0,17,PROCEDURES,regulation (13),41,56,DOCUMENTS,IMPLEMENT
700,"The Corporation must have updated records OF each inspection.",The Corporation,0,14,AUTHORITIES,updated records,25,39,DOCUMENTS,OF
701,"Penalties are required if the ship lacks a Sewage Certificate.",Penalties,0,8,PENALTIES,the ship,30,38,SYSTEM,REQUIRED
702,"An owner of a Tanzanian ship is required to maintain its equipment.",owner,3,7,SUBJECT REGULATED,equipment,53,61,EQUIPMENTS,REQUIRED
703,"The master of a Tanzanian ship must follow subregulation (1) for safety.",master,4,9,SUBJECT REGULATED,subregulation (1),29,46,DOCUMENTS,FOLLOW
704,"The Corporation manages Sewage Certificates for Tanzanian ships.",The Corporation,0,14,AUTHORITIES,Sewage Certificates,23,40,DOCUMENTS,MANAGES
705,"A defect discovered on a ship generates immediate inspection activities.",defect,2,7,SPECIFICATION,inspection activities,45,66,ACTIVITIES,GENERATES
706,"The master must report accidents to the Corporation without delay.",the master,4,13,SUBJECT REGULATED,the Corporation,36,50,AUTHORITIES,REQUIRED
707,"An owner must comply with Part III requirements concerning equipment.",owner,3,7,SUBJECT REGULATED,Part III requirements,28,49,REQUIREMENTS,COMPLY_WITH
708,"The Corporation may cancel the Sewage Certificate if data was erroneous.",The Corporation,0,14,AUTHORITIES,the Sewage Certificate,24,43,DOCUMENTS,RESTRICT
709,"Harbour Masters monitor a ship in port for any sewage discharge.",Harbour Masters,0,14,AUTHORITIES,a ship,24,29,SYSTEM,MONITORS
710,"A cancelled Sewage Certificate applies to a deficient vessel.",cancelled Sewage Certificate,2,27,DOCUMENTS,a deficient vessel,39,55,SYSTEM,APPLY_TO
711,"Surveyors carry out examinations under these Regulations.",Surveyors,0,8,AUTHORITIES,examinations,20,32,PROCEDURES,CARRY_OUT
712,"The Corporation implements penalties for providing false information.",The Corporation,0,14,AUTHORITIES,penalties,25,33,PENALTIES,IMPLEMENT
713,"A Sewage Certificate is required for every Tanzanian ship.",A Sewage Certificate,0,18,DOCUMENTS,every Tanzanian ship,34,53,SYSTEM,REQUIRED
714,"No person shall intentionally alter official documentation for sewage.",No person,0,8,SUBJECT REGULATED,official documentation,29,50,DOCUMENTS,RESTRICT
715,"The master must have valid documents OF the Corporation on board.",the master,4,13,SUBJECT REGULATED,valid documents,23,37,DOCUMENTS,OF
716,"Harbour Master duties involve controlling sewage discharges in port.",Harbour Master,0,13,AUTHORITIES,sewage discharges,38,55,DISPOSAL,INVOLVE_IN
717,"Owners are liable for offences under regulation (22).",Owners,0,5,SUBJECT REGULATED,regulation (22),31,45,DOCUMENTS,OF
718,"The structure of the ship must comply with subregulation (1)(b).",The structure,0,12,SPECIFICATION,subregulation (1)(b),35,55,DOCUMENTS,COMPLY_WITH
719,"Detention provisions restrict ships that pose harm to the marine environment.",Detention provisions,0,19,DOCUMENTS,ships,29,34,SYSTEM,RESTRICT
720,"A ship's condition is established by the Corporation's survey.",ship's condition,2,17,SPECIFICATION,the Corporation's survey,36,59,PROCEDURES,ESTABLISHED
721,"The marine environment is monitored by port authorities.",The marine environment,0,19,REGION,port authorities,37,52,AUTHORITIES,MONITORS
722,"An altered Sewage Certificate without approval is an offence.",altered Sewage Certificate,3,26,DOCUMENTS,offence,53,59,PENALTIES,OF
723,"The master implements safety procedures to avoid sewage pollution.",The master,0,9,SUBJECT REGULATED,safety procedures,21,38,PROCEDURES,IMPLEMENT
724,"Any discovered defect in equipment must be reported by the master.",defect in equipment,11,29,SPECIFICATION,the master,55,64,SUBJECT REGULATED,REQUIRED
725,"Surveyors manage activities regarding suspected invalid certificates.",Surveyors,0,8,AUTHORITIES,activities,16,25,ACTIVITIES,MANAGES
726,"Subregulation (2) is established to ensure surrender of certificates.",Subregulation (2),0,16,DOCUMENTS,surrender of certificates,39,63,ACTIVITIES,ESTABLISHED
727,"Equipment must follow the requirements of Part III of these Regulations.",Equipment,0,8,EQUIPMENTS,Part III,35,41,DOCUMENTS,FOLLOW
728,"A person who refuses to surrender a suspended Sewage Certificate commits an offence.",A person,0,6,SUBJECT REGULATED,a suspended Sewage Certificate,33,61,DOCUMENTS,OF
729,"Harbour Masters carry out detention where sewage is discharged illegally.",Harbour Masters,0,14,AUTHORITIES,detention,25,34,ACTIVITIES,CARRY_OUT
730,"Offences lead to penalties for owners found guilty.",Offences,0,8,ACTIVITIES,penalties,18,26,PENALTIES,GENERATES
731,"The Corporation has authority OF Sewage Certificate cancellation.",The Corporation,0,14,AUTHORITIES,Sewage Certificate cancellation,30,58,ACTIVITIES,OF
732,"A master of a ship must comply with subregulation (4)(e).",A master of a ship,0,17,SUBJECT REGULATED,subregulation (4)(e),33,52,DOCUMENTS,COMPLY_WITH
733,"Owners must ensure the ship remains fit to proceed to sea.",Owners,0,5,SUBJECT REGULATED,the ship,18,25,SYSTEM,REQUIRED
734,"False information triggers penalties under Part VI provisions.",False information,0,16,SPECIFICATION,penalties,26,34,PENALTIES,GENERATES
735,"The Corporation monitors compliance with complaint procedures.",The Corporation,0,14,AUTHORITIES,complaint procedures,36,55,PROCEDURES,MONITORS
736,"The Harbour Master implements local enforcement activities.",The Harbour Master,0,16,AUTHORITIES,local enforcement activities,28,54,ACTIVITIES,IMPLEMENT
737,"Documents are required if the vessel is in Tanzanian waters.",Documents,0,8,DOCUMENTS,the vessel,27,36,SYSTEM,REQUIRED
738,"The environment is OF primary concern in sewage regulations.",The environment,0,13,REGION,sewage regulations,36,53,DOCUMENTS,OF
739,"Subregulation (5) restricts the use of invalid Sewage Certificates.",Subregulation (5),0,16,DOCUMENTS,invalid Sewage Certificates,31,54,DOCUMENTS,RESTRICT
740,"A fixed platform in Tanzanian waters must follow essential procedures.",A fixed platform,0,15,SYSTEM,essential procedures,45,63,PROCEDURES,FOLLOW
741,"The harbour master is required to detain ships for sewage violations.",the harbour master,4,18,AUTHORITIES,detain ships,32,43,ACTIVITIES,REQUIRED
742,"Any incomplete equipment have no approval OF the Corporation.",Any incomplete equipment,0,22,EQUIPMENTS,the Corporation,44,58,AUTHORITIES,OF
743,"The master must carry out checks after accidents occur.",The master,0,9,SUBJECT REGULATED,checks,20,25,ACTIVITIES,CARRY_OUT
744,"Surveys manage condition reports on a Tanzanian ship.",Surveys,0,6,PROCEDURES,condition reports,14,30,DOCUMENTS,MANAGES
745,"The Corporation must comply with subregulation (2) on surrender notices.",The Corporation,0,14,AUTHORITIES,subregulation (2),30,46,DOCUMENTS,COMPLY_WITH
746,"An accident may generate changes in the structure of the ship.",accident,3,10,ACTIVITIES,the structure of the ship,33,55,SPECIFICATION,GENERATES
747,"Penalties are established for intentional alteration of Sewage Certificates.",Penalties,0,8,PENALTIES,intentional alteration,25,45,ACTIVITIES,ESTABLISHED
748,"Harbour Masters restrict discharge of sewage in port waters.",Harbour Masters,0,14,AUTHORITIES,discharge of sewage,23,42,DISPOSAL,RESTRICT
749,"A deficiency in equipment is required to be reported immediately.",deficiency in equipment,2,24,SPECIFICATION,reported immediately,37,54,ACTIVITIES,REQUIRED
750,"A person who lends a false Sewage Certificate commits an offence.",A person,0,6,SUBJECT REGULATED,a false Sewage Certificate,21,43,DOCUMENTS,OF
751,"Tanzanian ships have duties under these Regulations.",Tanzanian ships,0,14,SYSTEM,duties,20,25,REQUIREMENTS,HAVE
752,"Offences under regulation (22) lead to imprisonment or fines.",Offences,0,8,ACTIVITIES,regulation (22),15,29,DOCUMENTS,OF
753,"Part V enforcement provisions apply to sewage violations.",Part V enforcement provisions,0,27,DOCUMENTS,sewage violations,39,56,ACTIVITIES,APPLY_TO
754,"A valid Sewage Certificate is required for a ship's voyage.",A valid Sewage Certificate,0,22,DOCUMENTS,a ship's voyage,42,56,ACTIVITIES,REQUIRED
755,"The harbour master monitors activities in controlled waters.",the harbour master,0,17,AUTHORITIES,activities,26,35,ACTIVITIES,MONITORS
756,"Owners must ensure no threat to the marine environment occurs.",Owners,0,5,SUBJECT REGULATED,the marine environment,31,50,REGION,REQUIRED
757,"Any suspended certificate is restricted from being used again.",suspended certificate,4,23,DOCUMENTS,used again,45,54,ACTIVITIES,RESTRICT
758,"Subregulation (5) applies to surrender of an expired Sewage Certificate.",Subregulation (5),0,16,DOCUMENTS,an expired Sewage Certificate,32,59,DOCUMENTS,APPLY_TO
759,"An inspector must carry out investigations if sewage is illegally discharged.",inspector,3,11,AUTHORITIES,investigations,21,34,PROCEDURES,CARRY_OUT
760,"Owners are subject regulated to ensure equipment remains compliant.",Owners,0,5,SUBJECT REGULATED,equipment,36,44,EQUIPMENTS,REQUIRED
761,"The harbour authority manages complaints handling under regulation (24).",the harbour authority,0,20,AUTHORITIES,regulation (24),43,57,DOCUMENTS,MANAGES
762,"Sewage discharge is restricted by Part VI if no valid certificate exists.",Sewage discharge,0,16,DISPOSAL,Part VI,34,39,DOCUMENTS,RESTRICT
763,"Equipment must comply with design specifications from the Corporation.",Equipment,0,8,EQUIPMENTS,design specifications,26,47,SPECIFICATION,COMPLY_WITH
764,"False documentation triggers penalties for the master.",False documentation,0,18,DOCUMENTS,penalties,29,37,PENALTIES,GENERATES
765,"Harbour Masters follow subregulation (1) regarding ship inspections.",Harbour Masters,0,14,AUTHORITIES,subregulation (1),22,39,DOCUMENTS,FOLLOW
766,"Detaining a ship is an activity OF harbour authorities.",Detaining a ship,0,14,ACTIVITIES,harbour authorities,28,46,AUTHORITIES,OF
767,"A deficiency in structure must be reported to the Corporation immediately.",deficiency in structure,2,23,SPECIFICATION,the Corporation,43,57,AUTHORITIES,REQUIRED
768,"The Corporation implements complaint procedures as per the Shipping Agencies Rules.",The Corporation,0,14,AUTHORITIES,complaint procedures,25,44,PROCEDURES,IMPLEMENT
769,"Sewage discharge in the United Republic region is restricted unless certified.",Sewage discharge,0,16,DISPOSAL,the United Republic region,24,49,REGION,RESTRICT
770,"Inspections have relevance OF verifying sewage pollution control.",Inspections,0,11,PROCEDURES,sewage pollution control,31,54,POLLUTANT,OF
771,"The minister is required to refund sums paid under subregulation (7)(c).",the minister,0,10,AUTHORITIES,subregulation (7)(c),45,64,DOCUMENTS,REQUIRED
772,"Harbour Masters carry out enforcement within Tanzanian waters.",Harbour Masters,0,14,AUTHORITIES,enforcement,25,36,ACTIVITIES,CARRY_OUT
773,"The environment must have protection OF harmful sewage discharges.",The environment,0,14,REGION,harmful sewage discharges,35,60,DISPOSAL,OF
774,"A ship condition is established by post-survey approvals.",ship condition,2,15,SPECIFICATION,post-survey approvals,28,48,ACTIVITIES,ESTABLISHED
775,"Owners must comply with regulation (16) on operational readiness.",Owners,0,5,SUBJECT REGULATED,regulation (16),24,38,DOCUMENTS,COMPLY_WITH
776,"A master implements measures to prevent unreasonable harm to the environment.",A master,0,6,SUBJECT REGULATED,measures,17,24,ACTIVITIES,IMPLEMENT
777,"Subregulation (3) restricts modifications to equipment without approval.",Subregulation (3),0,16,DOCUMENTS,modifications to equipment,26,51,EQUIPMENTS,RESTRICT
778,"Equipment must follow the condition specified in these Regulations.",Equipment,0,8,EQUIPMENTS,the condition specified,24,46,SPECIFICATION,FOLLOW
779,"Any discovered accident on a Tanzanian ship generates urgent procedures.",discovered accident,4,22,ACTIVITIES,urgent procedures,46,62,PROCEDURES,GENERATES
780,"Owners are required to keep Sewage Certificates on board.",Owners,0,5,SUBJECT REGULATED,Sewage Certificates,25,42,DOCUMENTS,REQUIRED
781,"The Harbour Master must monitor compliance with Part V of these Regulations.",The Harbour Master,0,15,AUTHORITIES,Part V of these Regulations,37,63,DOCUMENTS,MONITORS
782,"Subregulation (6) is established to penalize false certificate usage.",Subregulation (6),0,16,DOCUMENTS,false certificate usage,33,54,DOCUMENTS,ESTABLISHED
783,"A canceled certificate is restricted from use in Tanzanian ports.",canceled certificate,2,20,DOCUMENTS,Tanzanian ports,45,59,REGION,RESTRICT
784,"The Corporation applies penalties to owners violating subregulation (4).",The Corporation,0,14,AUTHORITIES,owners,32,37,SUBJECT REGULATED,APPLY_TO
785,"A Ship in a foreign port must follow subregulation (1)(c) on accidents.",A Ship,0,5,SYSTEM,subregulation (1)(c),30,49,DOCUMENTS,FOLLOW
786,"Harbour Masters manage detention activities when sewage rules are broken.",Harbour Masters,0,14,AUTHORITIES,detention activities,22,41,ACTIVITIES,MANAGES
787,"An owner implements repairs after an accident is reported.",An owner,0,6,SUBJECT REGULATED,repairs,17,23,ACTIVITIES,IMPLEMENT
788,"Any person forging a Sewage Certificate triggers penalties under regulation.",Any person,0,9,SUBJECT REGULATED,a Sewage Certificate,19,37,DOCUMENTS,GENERATES
789,"The harbour authority is of prime importance for local enforcement.",The harbour authority,0,19,AUTHORITIES,local enforcement,43,60,ACTIVITIES,OF
790,"Subregulation (4) restricts the discharge of sewage without valid papers.",Subregulation (4),0,16,DOCUMENTS,the discharge of sewage,26,48,DISPOSAL,RESTRICT
791,"Owners have an obligation to maintain the ship's structure properly.",Owners,0,5,SUBJECT REGULATED,obligation,11,20,REQUIREMENTS,HAVE
792,"Complaints handling procedures are implemented by the Corporation.",Complaints handling procedures,0,27,PROCEDURES,the Corporation,52,66,AUTHORITIES,IMPLEMENT
793,"Detention is an activity OF subregulation (1) for certain offences.",Detention,0,9,ACTIVITIES,subregulation (1),24,41,DOCUMENTS,OF
794,"The harbour master must carry out checks on foreign-flagged ships.",The harbour master,0,17,AUTHORITIES,checks,28,33,ACTIVITIES,CARRY_OUT
795,"Suspended Sewage Certificates are restricted until re-approval is granted.",Suspended Sewage Certificates,0,25,DOCUMENTS,re-approval,49,58,ACTIVITIES,RESTRICT
796,"Part VI of these Regulations have provisions for punishing sewage violations.",Part VI of these Regulations,0,25,DOCUMENTS,sewage violations,52,69,ACTIVITIES,HAVE
797,"Owners must manage ship operations to avoid harming the marine environment.",Owners,0,5,SUBJECT REGULATED,ship operations,16,30,ACTIVITIES,MANAGES
798,"The harbour authority monitors discharges in offshore terminals.",The harbour authority,0,19,AUTHORITIES,discharges,29,38,DISPOSAL,MONITORS
799,"Subregulation (7) is required for the Minister to release a detained ship.",Subregulation (7),0,16,DOCUMENTS,the Minister,31,42,AUTHORITIES,REQUIRED
800,"A surveyor must comply with regulation (18)(2) on board inspection.",A surveyor,0,8,AUTHORITIES,regulation (18)(2),24,42,DOCUMENTS,COMPLY_WITH
801,"Offences under Part VI implement fines or imprisonment for violators.",Offences,0,8,ACTIVITIES,Part VI,14,19,DOCUMENTS,IMPLEMENT
802,"Untreated sewage is restricted if the ship is within 12 nautical miles from land.",Untreated sewage,0,16,DISPOSAL,the ship,34,42,SYSTEM,RESTRICT
803,"The Corporation establishes standards for the rate of discharge.",The Corporation,0,14,AUTHORITIES,standards,26,34,REQUIREMENTS,ESTABLISHED
804,"A moderate discharge rate must comply with the recommended Standards.",moderate discharge rate,2,24,SPECIFICATION,the recommended Standards,48,71,DOCUMENTS,COMPLY_WITH
805,"Untreated sewage generates pollution affecting marine waters.",Untreated sewage,0,16,DISPOSAL,pollution,26,35,POLLUTANT,GENERATES
806,"The ship's draft and breadth are required in the discharge calculation.",the ship's draft and breadth,0,25,SPECIFICATION,the discharge calculation,46,69,PROCEDURES,REQUIRED
807,"Discharge rate calculations must follow the formula in regulation 3.1.",Discharge rate calculations,0,26,PROCEDURES,regulation 3.1,52,65,DOCUMENTS,FOLLOW
808,"Crew activities involve controlling sewage discharge beyond 12 nautical miles.",Crew activities,0,14,ACTIVITIES,sewage discharge,32,48,DISPOSAL,INVOLVE_IN
809,"The Corporation monitors compliance with discharge standards under section 1.2.",The Corporation,0,14,AUTHORITIES,discharge standards,33,51,REQUIREMENTS,MONITORS
810,"The recommended Standards are of IMO resolution MEPC.157(55).",The recommended Standards,0,21,DOCUMENTS,IMO resolution MEPC.157(55),30,58,DOCUMENTS,OF
811,"Vessel operators must restrict untreated sewage when traveling slower than 4 knots.",Vessel operators,0,15,SUBJECT REGULATED,untreated sewage,31,47,DISPOSAL,RESTRICT
812,"Draft and breadth values are established to finalize the DRmax formula.",Draft and breadth values,0,23,SPECIFICATION,DRmax formula,53,65,SPECIFICATION,ESTABLISHED
813,"Holding tanks have capacity requirements for sewage storage.",Holding tanks,0,12,EQUIPMENTS,capacity requirements,18,38,REQUIREMENTS,HAVE
814,"The Corporation implements approvals for the moderate discharge rate.",The Corporation,0,14,AUTHORITIES,approvals,25,33,ACTIVITIES,IMPLEMENT
815,"The speed factor in knots applies to the permissible discharge calculation.",The speed factor,4,18,SPECIFICATION,permissible discharge calculation,45,75,PROCEDURES,APPLY_TO
816,"A type approved sewage treatment plant is required under regulation 5(1)(ii).",A type approved sewage treatment plant,0,36,EQUIPMENTS,regulation 5(1)(ii),55,73,DOCUMENTS,REQUIRED
817,"The discharge formula is of key importance for compliance checks.",The discharge formula,0,19,SPECIFICATION,compliance checks,52,68,PROCEDURES,OF
818,"Untreated sewage must comply with subregulation 1.1 when stored in holding tanks.",Untreated sewage,0,16,DISPOSAL,subregulation 1.1,32,49,DOCUMENTS,COMPLY_WITH
819,"Any mixing action in the ship's wake generates additional dilution benefits.",mixing action,4,16,ACTIVITIES,additional dilution benefits,41,67,SPECIFICATION,GENERATES
820,"The Corporation has authority OF discharge approvals under 4.1.",The Corporation,0,14,AUTHORITIES,discharge approvals,30,48,ACTIVITIES,OF
